timestamp,open,high,low,close,volume
2026-01-01T00:00:00Z,100.0000,100.6509,99.7574,99.8297,1133.97
2026-01-01T01:00:00Z,99.8297,100.7494,99.7718,100.3823,1145.56
2026-01-01T02:00:00Z,100.3823,101.5168,100.2913,101.4459,1143.24
2026-01-01T03:00:00Z,101.4459,102.6765,101.3204,101.8345,1110.75
2026-01-01T04:00:00Z,101.8345,102.4222,100.0801,100.4787,1315.98
2026-01-01T05:00:00Z,100.4787,100.5255,98.2737,99.1246,1160.17
2026-01-01T06:00:00Z,99.1246,99.9570,98.3156,99.6496,1147.43
2026-01-01T07:00:00Z,99.6496,100.8657,99.0129,100.2824,1208.23
2026-01-01T08:00:00Z,100.2824,100.3422,100.0736,100.2801,1296.32
2026-01-01T09:00:00Z,100.2801,100.9475,99.9651,100.5177,1281.73
2026-01-01T10:00:00Z,100.5177,101.3162,99.4447,100.1447,1203.37
2026-01-01T11:00:00Z,100.1447,101.3219,99.6187,100.7432,1365.92
2026-01-01T12:00:00Z,100.7432,102.0370,100.6243,101.0465,1254.15
2026-01-01T13:00:00Z,101.0465,101.8116,100.5680,100.7210,1272.02
2026-01-01T14:00:00Z,100.7210,103.2412,100.1439,102.4578,1366.47
2026-01-01T15:00:00Z,102.4578,103.5661,101.7454,103.2422,1291.71
2026-01-01T16:00:00Z,103.2422,104.1094,101.8353,102.8065,1254.92
2026-01-01T17:00:00Z,102.8065,103.4893,102.7207,102.7831,1302.92
2026-01-01T18:00:00Z,102.7831,103.6279,101.2085,101.4973,1213.16
2026-01-01T19:00:00Z,101.4973,102.1760,99.6413,99.6638,1219.48
2026-01-01T20:00:00Z,99.6638,100.4001,98.8982,100.3409,1122.11
2026-01-01T21:00:00Z,100.3409,101.4389,99.9486,101.1883,1291.94
2026-01-01T22:00:00Z,101.1883,103.0729,100.2944,102.5097,1262.07
2026-01-01T23:00:00Z,102.5097,104.3393,102.2243,103.4456,1143.34
2026-01-02T00:00:00Z,103.4456,104.4363,102.5082,102.6632,1065.22
2026-01-02T01:00:00Z,102.6632,104.8129,102.4236,104.5703,1123.73
2026-01-02T02:00:00Z,104.5703,104.5746,103.9195,104.3567,1076.08
2026-01-02T03:00:00Z,104.3567,104.9477,103.3600,104.3546,1137.93
2026-01-02T04:00:00Z,104.3546,105.0602,103.3671,103.4229,1172.27
2026-01-02T05:00:00Z,103.4229,104.4422,102.5185,103.6339,1129.75
2026-01-02T06:00:00Z,103.6339,103.7412,102.5554,103.2101,929.83
2026-01-02T07:00:00Z,103.2101,104.1474,102.9946,104.0773,940.17
2026-01-02T08:00:00Z,104.0773,104.1653,103.9199,104.1651,911.85
2026-01-02T09:00:00Z,104.1651,105.0272,104.1385,104.6467,1093.72
2026-01-02T10:00:00Z,104.6467,104.9106,104.0709,104.4337,956.79
2026-01-02T11:00:00Z,104.4337,104.5620,103.3545,104.2394,1106.73
2026-01-02T12:00:00Z,104.2394,104.3289,103.2008,103.3064,939.03
2026-01-02T13:00:00Z,103.3064,103.8935,102.4501,103.6192,890.93
2026-01-02T14:00:00Z,103.6192,106.4968,103.4673,105.9372,985.90
2026-01-02T15:00:00Z,105.9372,106.3222,105.3777,106.2935,1096.60
2026-01-02T16:00:00Z,106.2935,107.5211,105.9037,107.2411,897.92
2026-01-02T17:00:00Z,107.2411,108.0689,105.4962,106.0611,1057.35
2026-01-02T18:00:00Z,106.0611,106.9218,104.6098,105.6504,1084.32
2026-01-02T19:00:00Z,105.6504,106.9813,104.7858,106.1258,1066.71
2026-01-02T20:00:00Z,106.1258,106.5221,106.0950,106.1446,901.15
2026-01-02T21:00:00Z,106.1446,107.4062,105.8695,107.1069,1081.38
2026-01-02T22:00:00Z,107.1069,108.9197,106.0487,107.9086,1162.51
2026-01-02T23:00:00Z,107.9086,108.3021,107.1492,107.3859,997.17
2026-01-03T00:00:00Z,107.3859,108.0561,106.3737,107.3401,1168.20
2026-01-03T01:00:00Z,107.3401,108.1905,106.6391,107.6743,1176.28
2026-01-03T02:00:00Z,107.6743,109.5859,106.8319,108.5979,1182.56
2026-01-03T03:00:00Z,108.5979,109.5251,108.4041,109.0040,1211.04
2026-01-03T04:00:00Z,109.0040,110.0631,107.3643,107.7910,1132.61
2026-01-03T05:00:00Z,107.7910,109.9885,107.0097,108.9569,1092.78
2026-01-03T06:00:00Z,108.9569,109.9743,108.0782,108.9881,1104.05
2026-01-03T07:00:00Z,108.9881,109.9244,107.9197,109.0233,1248.00
2026-01-03T08:00:00Z,109.0233,109.1661,107.9077,107.9230,1341.27
2026-01-03T09:00:00Z,107.9230,109.2509,107.3547,108.5457,1345.28
2026-01-03T10:00:00Z,108.5457,109.4425,106.1443,106.3687,1186.42
2026-01-03T11:00:00Z,106.3687,107.1127,106.1129,106.7998,1279.73
2026-01-03T12:00:00Z,106.7998,106.9398,105.4271,106.3953,1229.15
2026-01-03T13:00:00Z,106.3953,107.5492,105.7746,107.0587,1372.16
2026-01-03T14:00:00Z,107.0587,107.5957,104.2893,104.8469,1280.07
2026-01-03T15:00:00Z,104.8469,105.5780,104.3854,105.5583,1195.74
2026-01-03T16:00:00Z,105.5583,107.1643,105.0585,106.9800,1329.70
2026-01-03T17:00:00Z,106.9800,107.5753,106.4127,106.7607,1274.11
2026-01-03T18:00:00Z,106.7607,106.8740,104.3537,104.9417,1200.51
2026-01-03T19:00:00Z,104.9417,105.2323,103.3651,104.1696,1257.03
2026-01-03T20:00:00Z,104.1696,105.1201,102.0705,102.5249,1272.91
2026-01-03T21:00:00Z,102.5249,103.0433,101.2671,101.7884,1280.76
2026-01-03T22:00:00Z,101.7884,102.2750,99.6448,100.5918,1268.51
2026-01-03T23:00:00Z,100.5918,101.7215,99.6441,100.8377,1143.27
2026-01-04T00:00:00Z,100.8377,101.6847,98.6262,98.7616,1092.22
2026-01-04T01:00:00Z,98.7616,99.1983,97.8936,97.9646,1104.46
2026-01-04T02:00:00Z,97.9646,99.9311,97.0859,99.1538,1064.70
2026-01-04T03:00:00Z,99.1538,100.5035,98.4991,99.7889,1043.21
2026-01-04T04:00:00Z,99.7889,101.8345,98.8384,101.6114,1088.29
2026-01-04T05:00:00Z,101.6114,102.1065,99.1276,100.1186,1178.28
2026-01-04T06:00:00Z,100.1186,101.2901,99.7791,100.7705,1001.01
2026-01-04T07:00:00Z,100.7705,102.0929,100.0428,101.7687,939.60
2026-01-04T08:00:00Z,101.7687,101.7871,100.7165,101.0515,1074.38
2026-01-04T09:00:00Z,101.0515,101.5691,100.9026,100.9675,1149.61
2026-01-04T10:00:00Z,100.9675,101.9252,100.6994,101.8185,899.69
2026-01-04T11:00:00Z,101.8185,102.6116,99.4748,99.7446,910.36
2026-01-04T12:00:00Z,99.7446,100.5615,98.0670,98.3212,905.39
2026-01-04T13:00:00Z,98.3212,100.4920,97.7602,99.5767,1035.29
2026-01-04T14:00:00Z,99.5767,100.8950,99.1532,100.2054,872.60
2026-01-04T15:00:00Z,100.2054,101.7063,99.5696,100.7609,1051.50
2026-01-04T16:00:00Z,100.7609,102.7839,99.8915,102.7154,963.44
2026-01-04T17:00:00Z,102.7154,104.4166,102.1473,104.0637,1082.92
2026-01-04T18:00:00Z,104.0637,105.0118,103.8155,104.4614,882.19
2026-01-04T19:00:00Z,104.4614,105.5883,104.4087,105.4182,911.11
2026-01-04T20:00:00Z,105.4182,106.3903,105.1125,105.5884,993.70
2026-01-04T21:00:00Z,105.5884,107.0118,105.2220,106.8217,883.29
2026-01-04T22:00:00Z,106.8217,108.0992,106.2331,107.3125,938.06
2026-01-04T23:00:00Z,107.3125,108.4878,106.3095,107.9752,930.93
2026-01-05T00:00:00Z,107.9752,109.4402,107.0740,108.9011,1017.79
2026-01-05T01:00:00Z,108.9011,109.4529,107.6983,108.4442,1181.53
2026-01-05T02:00:00Z,108.4442,109.2106,107.2211,107.9074,1054.51
2026-01-05T03:00:00Z,107.9074,110.2849,107.8487,109.9030,1003.92
2026-01-05T04:00:00Z,109.9030,112.1125,109.7236,111.8267,1011.17
2026-01-05T05:00:00Z,111.8267,113.9337,110.8532,112.9832,1176.43
2026-01-05T06:00:00Z,112.9832,113.5928,112.4641,113.2609,1066.77
2026-01-05T07:00:00Z,113.2609,114.9207,112.9628,114.4106,1286.01
2026-01-05T08:00:00Z,114.4106,116.3545,113.3058,116.0708,1140.41
2026-01-05T09:00:00Z,116.0708,116.6198,116.0695,116.2054,1174.91
2026-01-05T10:00:00Z,116.2054,116.4390,114.7316,115.3136,1095.98
2026-01-05T11:00:00Z,115.3136,116.1078,115.2102,115.8019,1208.38
2026-01-05T12:00:00Z,115.8019,116.6308,115.5323,116.2770,1266.96
2026-01-05T13:00:00Z,116.2770,117.1771,115.4043,116.5603,1295.14
2026-01-05T14:00:00Z,116.5603,117.0143,115.9127,116.2920,1385.08
2026-01-05T15:00:00Z,116.2920,116.4658,113.5121,114.3401,1305.68
2026-01-05T16:00:00Z,114.3401,117.3690,113.6228,116.3314,1332.05
2026-01-05T17:00:00Z,116.3314,117.8951,116.1694,116.9452,1280.93
2026-01-05T18:00:00Z,116.9452,117.8862,114.0330,114.9832,1295.06
2026-01-05T19:00:00Z,114.9832,116.0098,114.1408,114.9256,1319.11
2026-01-05T20:00:00Z,114.9256,115.0786,114.5027,114.9172,1166.46
2026-01-05T21:00:00Z,114.9172,116.0594,114.2753,115.0974,1289.44
2026-01-05T22:00:00Z,115.0974,115.6606,113.8816,113.8854,1322.13
2026-01-05T23:00:00Z,113.8854,114.7376,112.0686,112.6351,1244.79
2026-01-06T00:00:00Z,112.6351,113.4650,111.8936,112.1765,1116.16
2026-01-06T01:00:00Z,112.1765,112.4744,110.7627,111.5765,1133.88
2026-01-06T02:00:00Z,111.5765,112.1276,110.6639,111.0888,1186.07
2026-01-06T03:00:00Z,111.0888,111.8484,107.2017,108.0302,1203.27
2026-01-06T04:00:00Z,108.0302,108.1895,107.1622,107.4350,1216.77
2026-01-06T05:00:00Z,107.4350,107.7621,106.1550,106.7611,1015.55
2026-01-06T06:00:00Z,106.7611,107.8000,106.0221,107.0805,1162.62
2026-01-06T07:00:00Z,107.0805,107.3919,106.4085,106.9610,1091.23
2026-01-06T08:00:00Z,106.9610,107.9168,105.8613,106.0726,1201.35
2026-01-06T09:00:00Z,106.0726,107.0657,105.7326,105.7511,1053.98
2026-01-06T10:00:00Z,105.7511,106.8636,105.4670,106.3854,975.08
2026-01-06T11:00:00Z,106.3854,107.3914,103.4572,103.6757,1052.57
2026-01-06T12:00:00Z,103.6757,104.9563,103.5382,103.9658,1098.29
2026-01-06T13:00:00Z,103.9658,104.9588,103.0437,104.4276,1056.76
2026-01-06T14:00:00Z,104.4276,104.9352,104.2138,104.2397,871.38
2026-01-06T15:00:00Z,104.2397,106.3357,103.7699,105.8154,937.55
2026-01-06T16:00:00Z,105.8154,106.2948,104.9263,105.9598,856.23
2026-01-06T17:00:00Z,105.9598,107.0372,105.0707,106.2396,881.78
2026-01-06T18:00:00Z,106.2396,108.1756,105.9317,107.2090,943.12
2026-01-06T19:00:00Z,107.2090,107.6303,105.1009,106.1613,997.99
2026-01-06T20:00:00Z,106.1613,106.4534,105.1201,105.1708,879.08
2026-01-06T21:00:00Z,105.1708,106.5035,104.8704,105.6219,1092.80
2026-01-06T22:00:00Z,105.6219,106.1616,105.1318,105.3318,959.69
2026-01-06T23:00:00Z,105.3318,106.8232,104.4004,105.8115,1078.87
2026-01-07T00:00:00Z,105.8115,106.8068,103.5684,104.1404,1067.25
2026-01-07T01:00:00Z,104.1404,104.1919,101.6671,102.4171,1013.29
2026-01-07T02:00:00Z,102.4171,102.7102,102.2196,102.2697,1147.05
2026-01-07T03:00:00Z,102.2697,102.3999,100.3326,100.8086,1017.37
2026-01-07T04:00:00Z,100.8086,101.7928,100.0048,100.2657,1112.63
2026-01-07T05:00:00Z,100.2657,101.9145,99.7069,101.6089,1065.19
2026-01-07T06:00:00Z,101.6089,102.0530,100.6883,101.8413,1109.36
2026-01-07T07:00:00Z,101.8413,102.5356,100.9184,102.3105,1252.93
2026-01-07T08:00:00Z,102.3105,102.5074,101.7687,101.8611,1107.97
2026-01-07T09:00:00Z,101.8611,102.1738,101.6175,102.0808,1105.39
2026-01-07T10:00:00Z,102.0808,102.8460,100.0249,100.4395,1161.94
2026-01-07T11:00:00Z,100.4395,100.9660,99.3913,99.7673,1159.79
2026-01-07T12:00:00Z,99.7673,101.5681,99.6417,100.5946,1216.68
2026-01-07T13:00:00Z,100.5946,101.6973,99.7267,101.0609,1159.00
2026-01-07T14:00:00Z,101.0609,101.5932,100.6104,101.1887,1356.03
2026-01-07T15:00:00Z,101.1887,102.9832,100.3054,102.1165,1133.69
2026-01-07T16:00:00Z,102.1165,104.7351,101.6332,103.8053,1283.74
2026-01-07T17:00:00Z,103.8053,104.4027,103.3989,104.4025,1375.21
2026-01-07T18:00:00Z,104.4025,106.5993,104.1431,105.5728,1175.09
2026-01-07T19:00:00Z,105.5728,105.7358,103.7149,104.2595,1320.36
2026-01-07T20:00:00Z,104.2595,106.7077,103.4621,106.0214,1263.86
2026-01-07T21:00:00Z,106.0214,106.6061,105.8131,105.8549,1342.44
2026-01-07T22:00:00Z,105.8549,107.1696,105.5334,106.4823,1173.92
2026-01-07T23:00:00Z,106.4823,109.3024,105.8047,109.0278,1309.41
2026-01-08T00:00:00Z,109.0278,110.3100,108.3923,109.7345,1222.52
2026-01-08T01:00:00Z,109.7345,110.6530,109.0749,110.4062,1116.89
2026-01-08T02:00:00Z,110.4062,111.5448,109.6945,110.4853,1322.21
2026-01-08T03:00:00Z,110.4853,112.4932,110.2259,111.9610,1148.45
2026-01-08T04:00:00Z,111.9610,114.2650,111.9366,113.9149,1195.32
2026-01-08T05:00:00Z,113.9149,114.7178,113.4364,113.9492,1118.02
2026-01-08T06:00:00Z,113.9492,114.2077,113.1665,113.2051,1120.34
2026-01-08T07:00:00Z,113.2051,113.6812,110.8265,111.5882,1066.90
2026-01-08T08:00:00Z,111.5882,113.0097,111.3592,112.4421,1241.14
2026-01-08T09:00:00Z,112.4421,112.7926,110.2998,111.2118,1037.68
2026-01-08T10:00:00Z,111.2118,112.1738,110.1531,111.8440,1085.55
2026-01-08T11:00:00Z,111.8440,114.0386,111.5942,113.8254,1048.08
2026-01-08T12:00:00Z,113.8254,113.9920,112.3989,112.8429,980.16
2026-01-08T13:00:00Z,112.8429,113.9421,110.8048,110.9623,924.12
2026-01-08T14:00:00Z,110.9623,113.1148,109.9818,112.1079,1079.97
2026-01-08T15:00:00Z,112.1079,113.7909,111.0635,112.6670,966.33
2026-01-08T16:00:00Z,112.6670,114.6066,112.6311,113.7576,1039.17
2026-01-08T17:00:00Z,113.7576,116.5219,113.3323,116.0823,947.02
2026-01-08T18:00:00Z,116.0823,116.5302,115.6743,116.2051,1096.12
2026-01-08T19:00:00Z,116.2051,116.4645,115.0846,116.3206,904.46
2026-01-08T20:00:00Z,116.3206,117.2767,114.6233,115.1212,862.60
2026-01-08T21:00:00Z,115.1212,117.1502,114.6921,116.5981,1080.17
2026-01-08T22:00:00Z,116.5981,117.9265,116.5628,116.8781,955.35
2026-01-08T23:00:00Z,116.8781,118.6629,115.9821,117.7073,867.45
2026-01-09T00:00:00Z,117.7073,119.0168,117.4048,117.9317,1050.98
2026-01-09T01:00:00Z,117.9317,118.9914,117.4304,117.8299,941.23
2026-01-09T02:00:00Z,117.8299,119.3390,116.9855,119.0270,963.25
2026-01-09T03:00:00Z,119.0270,119.3550,118.3751,118.3795,1085.82
2026-01-09T04:00:00Z,118.3795,120.5239,118.3508,119.3977,969.76
